"","Time","AgeGrpStart","ISO3_code","PopTotal"
"873",2024,55,"TZA",1405.838
"874",2024,60,"TZA",1074.189
"875",2024,65,"TZA",839.968
"876",2024,70,"TZA",598.633
"877",2024,75,"TZA",394.041
"878",2024,80,"TZA",185.798
"879",2024,85,"TZA",70.121
"880",2024,90,"TZA",21.029
"881",2024,95,"TZA",4.61
"882",2024,100,"TZA",0.623
"883",2024,0,"ZMB",3207.328
"884",2024,5,"ZMB",2912.645
"885",2024,10,"ZMB",2687.491
"886",2024,15,"ZMB",2350.116
"887",2024,20,"ZMB",1959.509
"888",2024,25,"ZMB",1671.707
"889",2024,30,"ZMB",1432.445
"890",2024,35,"ZMB",1230.783
"891",2024,40,"ZMB",1004.475
"892",2024,45,"ZMB",782.829
"893",2024,50,"ZMB",567.695
"894",2024,55,"ZMB",396.636
"895",2024,60,"ZMB",274.427
"896",2024,65,"ZMB",174.819
"897",2024,70,"ZMB",102.707
"898",2024,75,"ZMB",56.051
"899",2024,80,"ZMB",26.129
"900",2024,85,"ZMB",9.196
"901",2024,90,"ZMB",2.398
"902",2024,95,"ZMB",0.43
"903",2024,100,"ZMB",0.047
"904",2024,0,"ZWE",2336.249
"905",2024,5,"ZWE",2241.207
"906",2024,10,"ZWE",2172.446
"907",2024,15,"ZWE",1834.719
"908",2024,20,"ZWE",1698.368
"909",2024,25,"ZWE",1330.061
"910",2024,30,"ZWE",1066.546
"911",2024,35,"ZWE",1037.305
"912",2024,40,"ZWE",930.909
"913",2024,45,"ZWE",657.682
"914",2024,50,"ZWE",449.764
"915",2024,55,"ZWE",300.472
"916",2024,60,"ZWE",232.555
"917",2024,65,"ZWE",214.16
"918",2024,70,"ZWE",171.888
"919",2024,75,"ZWE",93.024
"920",2024,80,"ZWE",48.152
"921",2024,85,"ZWE",18.41
"922",2024,90,"ZWE",6.764
"923",2024,95,"ZWE",1.765
"924",2024,100,"ZWE",0.239
"925",2024,0,"",35666.365
"926",2024,5,"",30733.77
"927",2024,10,"",26354.905
"928",2024,15,"",21814.37
"929",2024,20,"",17883.524
"930",2024,25,"",15131.645
"931",2024,30,"",12724.548
"932",2024,35,"",10627.798
"933",2024,40,"",8484.903
"934",2024,45,"",6777.928
"935",2024,50,"",5565.763
"936",2024,55,"",4439.45
"937",2024,60,"",3365.03
"938",2024,65,"",2393.292
"939",2024,70,"",1564.499
"940",2024,75,"",959.544
"941",2024,80,"",472.061
"942",2024,85,"",165.194
"943",2024,90,"",37.698
"944",2024,95,"",5.127
"945",2024,100,"",0.41
"946",2024,0,"AGO",6299.877
"947",2024,5,"AGO",5543.813
"948",2024,10,"AGO",4799.726
"949",2024,15,"AGO",3973.862
"950",2024,20,"AGO",3205.895
"951",2024,25,"AGO",2695.756
"952",2024,30,"AGO",2357.607
"953",2024,35,"AGO",2010.461
"954",2024,40,"AGO",1619.228
"955",2024,45,"AGO",1280.992
"956",2024,50,"AGO",1013.348
"957",2024,55,"AGO",823.094
"958",2024,60,"AGO",632.13
"959",2024,65,"AGO",438.638
"960",2024,70,"AGO",270.164
"961",2024,75,"AGO",157.334
"962",2024,80,"AGO",80.136
"963",2024,85,"AGO",30.045
"964",2024,90,"AGO",6.816
"965",2024,95,"AGO",0.962
"966",2024,100,"AGO",0.119
"967",2024,0,"CMR",4484.7
"968",2024,5,"CMR",4066.704
"969",2024,10,"CMR",3582.55
"970",2024,15,"CMR",3127.503
"971",2024,20,"CMR",2632.029
"972",2024,25,"CMR",2259.655
"973",2024,30,"CMR",2012.867
"974",2024,35,"CMR",1706.739
"975",2024,40,"CMR",1379.008
"976",2024,45,"CMR",1065.234
"977",2024,50,"CMR",834.84
"978",2024,55,"CMR",635.103
"979",2024,60,"CMR",462.381
"980",2024,65,"CMR",319.585
"981",2024,70,"CMR",207.839
"982",2024,75,"CMR",134.972
"983",2024,80,"CMR",70.462
"984",2024,85,"CMR",27.049
"985",2024,90,"CMR",7.18
"986",2024,95,"CMR",1.212
"987",2024,100,"CMR",0.113
"988",2024,0,"CAF",1061.216
"989",2024,5,"CAF",887.629
"990",2024,10,"CAF",829.492
"991",2024,15,"CAF",716.076
"992",2024,20,"CAF",585.669
"993",2024,25,"CAF",432.306
"994",2024,30,"CAF",301.78
"995",2024,35,"CAF",226.807
"996",2024,40,"CAF",176.146
"997",2024,45,"CAF",135.983
"998",2024,50,"CAF",124.757
"999",2024,55,"CAF",110.263
"1000",2024,60,"CAF",90.979
"1001",2024,65,"CAF",68.452
"1002",2024,70,"CAF",44.45
"1003",2024,75,"CAF",21.382
"1004",2024,80,"CAF",9.47
"1005",2024,85,"CAF",3.079
"1006",2024,90,"CAF",0.654
"1007",2024,95,"CAF",0.048
"1008",2024,100,"CAF",0.001
"1009",2024,0,"TCD",3437.545
"1010",2024,5,"TCD",2881.972
"1011",2024,10,"TCD",2453.466
"1012",2024,15,"TCD",2030.964
"1013",2024,20,"TCD",1635.653
"1014",2024,25,"TCD",1345.791
"1015",2024,30,"TCD",1102.586
"1016",2024,35,"TCD",873.218
"1017",2024,40,"TCD",706.442
"1018",2024,45,"TCD",609.933
"1019",2024,50,"TCD",487.716
"1020",2024,55,"TCD",361.487
"1021",2024,60,"TCD",260.264
"1022",2024,65,"TCD",174.149
"1023",2024,70,"TCD",106.059
"1024",2024,75,"TCD",55.933
"1025",2024,80,"TCD",25.999
"1026",2024,85,"TCD",8.572
"1027",2024,90,"TCD",1.781
"1028",2024,95,"TCD",0.22
"1029",2024,100,"TCD",0.018
"1030",2024,0,"COG",859.901
"1031",2024,5,"COG",829.438
"1032",2024,10,"COG",803.819
"1033",2024,15,"COG",659.36
"1034",2024,20,"COG",529.969
"1035",2024,25,"COG",443.666
"1036",2024,30,"COG",395.888
"1037",2024,35,"COG",370.023
"1038",2024,40,"COG",321.866
"1039",2024,45,"COG",277.326
"1040",2024,50,"COG",218.983
"1041",2024,55,"COG",170.162
"1042",2024,60,"COG",121.536
"1043",2024,65,"COG",80.239
"1044",2024,70,"COG",47.509
"1045",2024,75,"COG",26.485
"1046",2024,80,"COG",12.816
"1047",2024,85,"COG",5.022
"1048",2024,90,"COG",1.24
"1049",2024,95,"COG",0.185
"1050",2024,100,"COG",0.009
"1051",2024,0,"COD",18950.319
"1052",2024,5,"COD",15972.564
"1053",2024,10,"COD",13376.926
"1054",2024,15,"COD",10881.036
"1055",2024,20,"COD",8946.199
"1056",2024,25,"COD",7616.257
"1057",2024,30,"COD",6208.449
"1058",2024,35,"COD",5116.547
"1059",2024,40,"COD",4017.746
"1060",2024,45,"COD",3200.221
"1061",2024,50,"COD",2723.862
"1062",2024,55,"COD",2214.236
"1063",2024,60,"COD",1702.264
"1064",2024,65,"COD",1247.261
"1065",2024,70,"COD",842.984
"1066",2024,75,"COD",537.533
"1067",2024,80,"COD",258.727
"1068",2024,85,"COD",85.466
"1069",2024,90,"COD",18.213
"1070",2024,95,"COD",2.141
"1071",2024,100,"COD",0.1
"1072",2024,0,"GNQ",234.187
"1073",2024,5,"GNQ",220.026
"1074",2024,10,"GNQ",203.524
"1075",2024,15,"GNQ",167.56
"1076",2024,20,"GNQ",124.42
"1077",2024,25,"GNQ",131.8
"1078",2024,30,"GNQ",141.114
"1079",2024,35,"GNQ",133.289
"1080",2024,40,"GNQ",100.185
"1081",2024,45,"GNQ",77.48
"1082",2024,50,"GNQ",61.343
"1083",2024,55,"GNQ",48.255
"1084",2024,60,"GNQ",37.403
"1085",2024,65,"GNQ",23.344
"1086",2024,70,"GNQ",16.55
"1087",2024,75,"GNQ",7.803
"1088",2024,80,"GNQ",4.342
"1089",2024,85,"GNQ",1.527
"1090",2024,90,"GNQ",0.469
"1091",2024,95,"GNQ",0.097
"1092",2024,100,"GNQ",0.016
"1093",2024,0,"GAB",307.668
"1094",2024,5,"GAB",301.305
"1095",2024,10,"GAB",276.135
"1096",2024,15,"GAB",230.726
"1097",2024,20,"GAB",202.084
"1098",2024,25,"GAB",190.246
"1099",2024,30,"GAB",190.656
"1100",2024,35,"GAB",177.559
"1101",2024,40,"GAB",151.352
"1102",2024,45,"GAB",120.24
"1103",2024,50,"GAB",92.85
"1104",2024,55,"GAB",70.582
"1105",2024,60,"GAB",52.967
"1106",2024,65,"GAB",38.16
"1107",2024,70,"GAB",26.62
"1108",2024,75,"GAB",16.677
"1109",2024,80,"GAB",9.077
"1110",2024,85,"GAB",3.956
"1111",2024,90,"GAB",1.216
"1112",2024,95,"GAB",0.246
"1113",2024,100,"GAB",0.033
"1114",2024,0,"STP",30.952
"1115",2024,5,"STP",30.319
"1116",2024,10,"STP",29.267
"1117",2024,15,"STP",27.283
"1118",2024,20,"STP",21.606
"1119",2024,25,"STP",16.168
"1120",2024,30,"STP",13.601
"1121",2024,35,"STP",13.155
"1122",2024,40,"STP",12.93
"1123",2024,45,"STP",10.519
"1124",2024,50,"STP",8.064
"1125",2024,55,"STP",6.268
"1126",2024,60,"STP",5.106
"1127",2024,65,"STP",3.464
"1128",2024,70,"STP",2.324
"1129",2024,75,"STP",1.425
"1130",2024,80,"STP",1.032
"1131",2024,85,"STP",0.478
"1132",2024,90,"STP",0.129
"1133",2024,95,"STP",0.016
"1134",2024,100,"STP",0.001
"1135",2024,0,"",28904.082
"1136",2024,5,"",29502.832
"1137",2024,10,"",27259.91
"1138",2024,15,"",23264.554
"1139",2024,20,"",20844.639
"1140",2024,25,"",19896.696
"1141",2024,30,"",19843.863
"1142",2024,35,"",19352.93
"1143",2024,40,"",17282.452
"1144",2024,45,"",14434.537
"1145",2024,50,"",12056.298
"1146",2024,55,"",10203.691
"1147",2024,60,"",8319.021
"1148",2024,65,"",6365.715
"1149",2024,70,"",4318.055
"1150",2024,75,"",2541.226
"1151",2024,80,"",1239.669
"1152",2024,85,"",527.503
"1153",2024,90,"",147.72
"1154",2024,95,"",21.295
"1155",2024,100,"",1.489
"1156",2024,0,"DZA",4645.572
"1157",2024,5,"DZA",4896.818
"1158",2024,10,"DZA",4391.193
"1159",2024,15,"DZA",3521.112
"1160",2024,20,"DZA",2871.571
"1161",2024,25,"DZA",3084.112
"1162",2024,30,"DZA",3496.187
"1163",2024,35,"DZA",3653.019
"1164",2024,40,"DZA",3428.934
"1165",2024,45,"DZA",2862.884
"1166",2024,50,"DZA",2421.624
"1167",2024,55,"DZA",2018.435
"1168",2024,60,"DZA",1570.802
"1169",2024,65,"DZA",1220.178
"1170",2024,70,"DZA",880.723
"1171",2024,75,"DZA",496.095
"1172",2024,80,"DZA",298.344
"1173",2024,85,"DZA",143.806
"1174",2024,90,"DZA",42.224
"1175",2024,95,"DZA",6.048
"1176",2024,100,"DZA",0.422
"1177",2024,0,"EGY",12114.412
"1178",2024,5,"EGY",12858.205
"1179",2024,10,"EGY",11934.129
"1180",2024,15,"EGY",10113.102
"1181",2024,20,"EGY",9270.072
"1182",2024,25,"EGY",8712.274
"1183",2024,30,"EGY",8605.076
"1184",2024,35,"EGY",8379.842
"1185",2024,40,"EGY",7305.894
"1186",2024,45,"EGY",6060.731
"1187",2024,50,"EGY",5012.647
"1188",2024,55,"EGY",4232.377
"1189",2024,60,"EGY",3355.792
"1190",2024,65,"EGY",2443.856
"1191",2024,70,"EGY",1589.928
"1192",2024,75,"EGY",982
"1193",2024,80,"EGY",398.573
"1194",2024,85,"EGY",167.351
"1195",2024,90,"EGY",43.657
"1196",2024,95,"EGY",5.528
"1197",2024,100,"EGY",0.351
"1198",2024,0,"LBY",592.791
"1199",2024,5,"LBY",636.607
"1200",2024,10,"LBY",669.375
"1201",2024,15,"LBY",658.486
"1202",2024,20,"LBY",590.658
"1203",2024,25,"LBY",525.329
"1204",2024,30,"LBY",471.439
"1205",2024,35,"LBY",477.439
"1206",2024,40,"LBY",511.956
"1207",2024,45,"LBY",494.175
"1208",2024,50,"LBY",423.63
"1209",2024,55,"LBY",308.041
"1210",2024,60,"LBY",217.532
"1211",2024,65,"LBY",129.071
"1212",2024,70,"LBY",95.221
"1213",2024,75,"LBY",64.031
"1214",2024,80,"LBY",38.52
"1215",2024,85,"LBY",16.744
"1216",2024,90,"LBY",4.858
"1217",2024,95,"LBY",0.82
"1218",2024,100,"LBY",0.069
"1219",2024,0,"MAR",3195.544
"1220",2024,5,"MAR",3360.156
"1221",2024,10,"MAR",3380.586
"1222",2024,15,"MAR",3094.772
"1223",2024,20,"MAR",2908.129
"1224",2024,25,"MAR",2832.49
"1225",2024,30,"MAR",2865.225
"1226",2024,35,"MAR",2801.935
"1227",2024,40,"MAR",2622.989
"1228",2024,45,"MAR",2354.508
"1229",2024,50,"MAR",2073.694
"1230",2024,55,"MAR",1824.763
"1231",2024,60,"MAR",1602.877
"1232",2024,65,"MAR",1302.374
"1233",2024,70,"MAR",896.077
"1234",2024,75,"MAR",511.054
"1235",2024,80,"MAR",265.075
"1236",2024,85,"MAR",104.174
"1237",2024,90,"MAR",28.03
"1238",2024,95,"MAR",3.934
"1239",2024,100,"MAR",0.23
"1240",2024,0,"SDN",7334.731
"1241",2024,5,"SDN",6625.172
"1242",2024,10,"SDN",5815.992
"1243",2024,15,"SDN",4948.684
"1244",2024,20,"SDN",4367.741
"1245",2024,25,"SDN",3853.827
"1246",2024,30,"SDN",3416.075
"1247",2024,35,"SDN",2996.348
"1248",2024,40,"SDN",2449.983
"1249",2024,45,"SDN",1772.893
"1250",2024,50,"SDN",1350.8
"1251",2024,55,"SDN",1095.78
"1252",2024,60,"SDN",945.32
"1253",2024,65,"SDN",789.212
"1254",2024,70,"SDN",531.655
"1255",2024,75,"SDN",276.275
"1256",2024,80,"SDN",110.946
"1257",2024,85,"SDN",37.385
"1258",2024,90,"SDN",10.371
"1259",2024,95,"SDN",1.787
"1260",2024,100,"SDN",0.126
"1261",2024,0,"TUN",974.425
"1262",2024,5,"TUN",1078.608
"1263",2024,10,"TUN",1021.647
"1264",2024,15,"TUN",884.811
"1265",2024,20,"TUN",794.238
"1266",2024,25,"TUN",845.174
"1267",2024,30,"TUN",939.858
"1268",2024,35,"TUN",988.304
"1269",2024,40,"TUN",908.756
"1270",2024,45,"TUN",846.878
"1271",2024,50,"TUN",738.932
"1272",2024,55,"TUN",696.856
"1273",2024,60,"TUN",605.418
"1274",2024,65,"TUN",464.534
"1275",2024,70,"TUN",313.654
"1276",2024,75,"TUN",206.054
"1277",2024,80,"TUN",125.722
"1278",2024,85,"TUN",57.218
"1279",2024,90,"TUN",18.391
"1280",2024,95,"TUN",3.147
"1281",2024,100,"TUN",0.284
"1282",2024,0,"ESH",46.607
"1283",2024,5,"ESH",47.266
"1284",2024,10,"ESH",46.988
"1285",2024,15,"ESH",43.587
"1286",2024,20,"ESH",42.23
"1287",2024,25,"ESH",43.49
"1288",2024,30,"ESH",50.003
"1289",2024,35,"ESH",56.043
"1290",2024,40,"ESH",53.94
"1291",2024,45,"ESH",42.468
"1292",2024,50,"ESH",34.971
"1293",2024,55,"ESH",27.439
"1294",2024,60,"ESH",21.28
"1295",2024,65,"ESH",16.49
"1296",2024,70,"ESH",10.797
"1297",2024,75,"ESH",5.717
"1298",2024,80,"ESH",2.489
"1299",2024,85,"ESH",0.825
"1300",2024,90,"ESH",0.189
"1301",2024,95,"ESH",0.031
"1302",2024,100,"ESH",0.007
"1303",2024,0,"",6775.621
"1304",2024,5,"",6729.307
"1305",2024,10,"",6584.332
"1306",2024,15,"",6073.546
"1307",2024,20,"",5281.149
"1308",2024,25,"",5728.977
"1309",2024,30,"",6261.87
"1310",2024,35,"",6027.656
"1311",2024,40,"",4773.125
"1312",2024,45,"",3204.201
"1313",2024,50,"",3221.442
"1314",2024,55,"",2972.869
"1315",2024,60,"",2027.462
"1316",2024,65,"",1408.02
"1317",2024,70,"",1104.869
"1318",2024,75,"",719.832
"1319",2024,80,"",391.104
"1320",2024,85,"",180.434
"1321",2024,90,"",75.241
"1322",2024,95,"",23.259
"1323",2024,100,"",3.952
"1324",2024,0,"BWA",294.163
"1325",2024,5,"BWA",291.337
"1326",2024,10,"BWA",278.256
"1327",2024,15,"BWA",256.659
"1328",2024,20,"BWA",231.294
"1329",2024,25,"BWA",220.914
"1330",2024,30,"BWA",221.03
"1331",2024,35,"BWA",213.819
"1332",2024,40,"BWA",189.239
"1333",2024,45,"BWA",145.39
"1334",2024,50,"BWA",105.629
"1335",2024,55,"BWA",83.562
"1336",2024,60,"BWA",63.246
"1337",2024,65,"BWA",45.417
"1338",2024,70,"BWA",28.631
"1339",2024,75,"BWA",15.31
"1340",2024,80,"BWA",8.52
"1341",2024,85,"BWA",3.79
"1342",2024,90,"BWA",1.199
"1343",2024,95,"BWA",0.253
"1344",2024,100,"BWA",0.038
"1345",2024,0,"SWZ",136.909
"1346",2024,5,"SWZ",139.558
"1347",2024,10,"SWZ",138.952
"1348",2024,15,"SWZ",128.463
"1349",2024,20,"SWZ",111.921
"1350",2024,25,"SWZ",101.037
"1351",2024,30,"SWZ",103.456
"1352",2024,35,"SWZ",89.309
"1353",2024,40,"SWZ",69.809
"1354",2024,45,"SWZ",49.778
"1355",2024,50,"SWZ",38.443
"1356",2024,55,"SWZ",32.493
"1357",2024,60,"SWZ",26.575
"1358",2024,65,"SWZ",20.491
"1359",2024,70,"SWZ",14.563
"1360",2024,75,"SWZ",8.267
"1361",2024,80,"SWZ",3.911
"1362",2024,85,"SWZ",1.385
"1363",2024,90,"SWZ",0.357
"1364",2024,95,"SWZ",0.073
"1365",2024,100,"SWZ",0.006
"1366",2024,0,"LSO",274.792
"1367",2024,5,"LSO",266.318
"1368",2024,10,"LSO",249.912
"1369",2024,15,"LSO",231.759
"1370",2024,20,"LSO",218.954
"1371",2024,25,"LSO",207.775
"1372",2024,30,"LSO",195.919
"1373",2024,35,"LSO",172.198
"1374",2024,40,"LSO",133.301
"1375",2024,45,"LSO",98.889
"1376",2024,50,"LSO",74.655
"1377",2024,55,"LSO",64.366
"1378",2024,60,"LSO",54.971
"1379",2024,65,"LSO",41.158
"1380",2024,70,"LSO",26.624
"1381",2024,75,"LSO",16.284
"1382",2024,80,"LSO",9.069
"1383",2024,85,"LSO",4.5
"1384",2024,90,"LSO",1.5
"1385",2024,95,"LSO",0.314
"1386",2024,100,"LSO",0.039
"1387",2024,0,"NAM",333.675
"1388",2024,5,"NAM",322.457
"1389",2024,10,"NAM",293.132
"1390",2024,15,"NAM",248.604
"1391",2024,20,"NAM",232.169
"1392",2024,25,"NAM",225.429
"1393",2024,30,"NAM",219.996
"1394",2024,35,"NAM",165.586
"1395",2024,40,"NAM",132.006
"1396",2024,45,"NAM",115.42
"1397",2024,50,"NAM",96.099
"1398",2024,55,"NAM",78.01
"1399",2024,60,"NAM",57.778
"1400",2024,65,"NAM",41.816
"1401",2024,70,"NAM",28.933
"1402",2024,75,"NAM",17.708
"1403",2024,80,"NAM",9.229
"1404",2024,85,"NAM",3.751
"1405",2024,90,"NAM",1.3
"1406",2024,95,"NAM",0.346
"1407",2024,100,"NAM",0.057
"1408",2024,0,"ZAF",5736.082
"1409",2024,5,"ZAF",5709.637
"1410",2024,10,"ZAF",5624.08
"1411",2024,15,"ZAF",5208.061
"1412",2024,20,"ZAF",4486.811
"1413",2024,25,"ZAF",4973.822
"1414",2024,30,"ZAF",5521.469
"1415",2024,35,"ZAF",5386.744
"1416",2024,40,"ZAF",4248.77
"1417",2024,45,"ZAF",2794.724
"1418",2024,50,"ZAF",2906.616
"1419",2024,55,"ZAF",2714.438
"1420",2024,60,"ZAF",1824.892
"1421",2024,65,"ZAF",1259.138
"1422",2024,70,"ZAF",1006.118
"1423",2024,75,"ZAF",662.263
"1424",2024,80,"ZAF",360.375
"1425",2024,85,"ZAF",167.008
"1426",2024,90,"ZAF",70.885
"1427",2024,95,"ZAF",22.273
"1428",2024,100,"ZAF",3.812
"1429",2024,0,"",70047.533
"1430",2024,5,"",62282.963
"1431",2024,10,"",55965.487
"1432",2024,15,"",48465.694
"1433",2024,20,"",40607.459
"1434",2024,25,"",33472.372
"1435",2024,30,"",28240.944
"1436",2024,35,"",24175.794
"1437",2024,40,"",20931.687
"1438",2024,45,"",16931.399
"1439",2024,50,"",13030.961
"1440",2024,55,"",10167.297
"1441",2024,60,"",7883.67
"1442",2024,65,"",5717.907
"1443",2024,70,"",3723.584
"1444",2024,75,"",2203.736
"1445",2024,80,"",1044.577
"1446",2024,85,"",342.205
"1447",2024,90,"",70.749
"1448",2024,95,"",8.445
"1449",2024,100,"",0.549
"1450",2024,0,"BEN",2221.284
"1451",2024,5,"BEN",1965.843
"1452",2024,10,"BEN",1674.364
"1453",2024,15,"BEN",1456.675
"1454",2024,20,"BEN",1238.923
"1455",2024,25,"BEN",1079.079
"1456",2024,30,"BEN",910.87
"1457",2024,35,"BEN",768.923
"1458",2024,40,"BEN",634.594
"1459",2024,45,"BEN",507.563
"1460",2024,50,"BEN",417.029
"1461",2024,55,"BEN",335.991
"1462",2024,60,"BEN",256.07
"1463",2024,65,"BEN",180.285
"1464",2024,70,"BEN",117.376
"1465",2024,75,"BEN",74.612
"1466",2024,80,"BEN",38.258
"1467",2024,85,"BEN",13.042
"1468",2024,90,"BEN",3.062
"1469",2024,95,"BEN",0.418
"1470",2024,100,"BEN",0.03
"1471",2024,0,"BFA",3678.595
"1472",2024,5,"BFA",3380.062
"1473",2024,10,"BFA",3093.323
"1474",2024,15,"BFA",2634.012
"1475",2024,20,"BFA",2152.413
"1476",2024,25,"BFA",1790.072
"1477",2024,30,"BFA",1505.753
"1478",2024,35,"BFA",1300.31
"1479",2024,40,"BFA",1074.24
"1480",2024,45,"BFA",832.992
"1481",2024,50,"BFA",628.577
"1482",2024,55,"BFA",496.258
"1483",2024,60,"BFA",380.045
"1484",2024,65,"BFA",269.082
"1485",2024,70,"BFA",167.854
"1486",2024,75,"BFA",102.89
"1487",2024,80,"BFA",44.106
"1488",2024,85,"BFA",11.258
"1489",2024,90,"BFA",1.524
"1490",2024,95,"BFA",0.087
"1491",2024,100,"BFA",0.001
"1492",2024,0,"CPV",48.914
"1493",2024,5,"CPV",51.532
"1494",2024,10,"CPV",53.052
"1495",2024,15,"CPV",53.202
"1496",2024,20,"CPV",52.791
"1497",2024,25,"CPV",56.78
"1498",2024,30,"CPV",57.199
"1499",2024,35,"CPV",50.144
"1500",2024,40,"CPV",40.93
"1501",2024,45,"CPV",31.386
"1502",2024,50,"CPV",26.024
"1503",2024,55,"CPV",24.299
"1504",2024,60,"CPV",20.15
"1505",2024,65,"CPV",14.179
"1506",2024,70,"CPV",8.349
"1507",2024,75,"CPV",4.647
"1508",2024,80,"CPV",3.899
"1509",2024,85,"CPV",2.761
"1510",2024,90,"CPV",1.074
"1511",2024,95,"CPV",0.232
"1512",2024,100,"CPV",0.024
"1513",2024,0,"CIV",4359.333
"1514",2024,5,"CIV",3961.888
"1515",2024,10,"CIV",3648.884
"1516",2024,15,"CIV",3260.148
"1517",2024,20,"CIV",2838.482
"1518",2024,25,"CIV",2327.006
"1519",2024,30,"CIV",1932.355
"1520",2024,35,"CIV",1575.359
"1521",2024,40,"CIV",1458.739
"1522",2024,45,"CIV",1202.05
"1523",2024,50,"CIV",892.927
"1524",2024,55,"CIV",639.229
"1525",2024,60,"CIV",433.352
"1526",2024,65,"CIV",301.325
"1527",2024,70,"CIV",195.514
"1528",2024,75,"CIV",112.508
"1529",2024,80,"CIV",60.735
"1530",2024,85,"CIV",26.078
"1531",2024,90,"CIV",7.887
"1532",2024,95,"CIV",1.508
"1533",2024,100,"CIV",0.166
"1534",2024,0,"GMB",422.769
"1535",2024,5,"GMB",396.92
"1536",2024,10,"GMB",369.149
"1537",2024,15,"GMB",318.404
"1538",2024,20,"GMB",261.014
"1539",2024,25,"GMB",215.089
"1540",2024,30,"GMB",179.51
"1541",2024,35,"GMB",149.324
"1542",2024,40,"GMB",124.312
"1543",2024,45,"GMB",103.41
"1544",2024,50,"GMB",84.567
"1545",2024,55,"GMB",66.42
"1546",2024,60,"GMB",47.577
"1547",2024,65,"GMB",29.767
"1548",2024,70,"GMB",17.391
"1549",2024,75,"GMB",12.198
"1550",2024,80,"GMB",6.402
"1551",2024,85,"GMB",2.332
"1552",2024,90,"GMB",0.597
"1553",2024,95,"GMB",0.085
"1554",2024,100,"GMB",0.005
"1555",2024,0,"GHA",4360.464
"1556",2024,5,"GHA",4227.181
"1557",2024,10,"GHA",3961.643
"1558",2024,15,"GHA",3515.863
"1559",2024,20,"GHA",3090.531
"1560",2024,25,"GHA",2632.04
"1561",2024,30,"GHA",2481.675
"1562",2024,35,"GHA",2307.686
"1563",2024,40,"GHA",2062.24
"1564",2024,45,"GHA",1607.838
"1565",2024,50,"GHA",1178.958
"1566",2024,55,"GHA",938.159
"1567",2024,60,"GHA",807.329
"1568",2024,65,"GHA",581.873
"1569",2024,70,"GHA",350.192
"1570",2024,75,"GHA",188.752
"1571",2024,80,"GHA",101.541
"1572",2024,85,"GHA",41.255
"1573",2024,90,"GHA",10.193
"1574",2024,95,"GHA",1.258
"1575",2024,100,"GHA",0.064
"1576",2024,0,"GIN",2152.403
"1577",2024,5,"GIN",1969.212
"1578",2024,10,"GIN",1770.365
"1579",2024,15,"GIN",1557.551
"1580",2024,20,"GIN",1371.578
"1581",2024,25,"GIN",1220.258
"1582",2024,30,"GIN",1018.884
"1583",2024,35,"GIN",784.468
"1584",2024,40,"GIN",588.883
"1585",2024,45,"GIN",462.298
"1586",2024,50,"GIN",391.992
"1587",2024,55,"GIN",330.847
"1588",2024,60,"GIN",263.947
"1589",2024,65,"GIN",194.188
"1590",2024,70,"GIN",131.378
"1591",2024,75,"GIN",83.565
"1592",2024,80,"GIN",44.652
"1593",2024,85,"GIN",16.624
"1594",2024,90,"GIN",3.992
"1595",2024,95,"GIN",0.523
"1596",2024,100,"GIN",0.028
"1597",2024,0,"GNB",300.267
"1598",2024,5,"GNB",286.132
"1599",2024,10,"GNB",270.02
"1600",2024,15,"GNB",241.504
"1601",2024,20,"GNB",206.298
"1602",2024,25,"GNB",175.351
"1603",2024,30,"GNB",148.777
"1604",2024,35,"GNB",134.176
"1605",2024,40,"GNB",114.097
"1606",2024,45,"GNB",88.986
"1607",2024,50,"GNB",65.272
"1608",2024,55,"GNB",45.289
"1609",2024,60,"GNB",35.56
"1610",2024,65,"GNB",27.693
"1611",2024,70,"GNB",18.273
"1612",2024,75,"GNB",9.516
"1613",2024,80,"GNB",4.318
"1614",2024,85,"GNB",1.609
"1615",2024,90,"GNB",0.428
"1616",2024,95,"GNB",0.07
"1617",2024,100,"GNB",0.006
"1618",2024,0,"LBR",762.585
"1619",2024,5,"LBR",719.208
"1620",2024,10,"LBR",695.65
"1621",2024,15,"LBR",630.309
"1622",2024,20,"LBR",519.667
"1623",2024,25,"LBR",410.905
"1624",2024,30,"LBR",335.796
"1625",2024,35,"LBR",300.836
"1626",2024,40,"LBR",276.579
"1627",2024,45,"LBR",232.257
"1628",2024,50,"LBR",178.95
"1629",2024,55,"LBR",135.16
"1630",2024,60,"LBR",99.054
"1631",2024,65,"LBR",73.018
"1632",2024,70,"LBR",50.226
"1633",2024,75,"LBR",33.275
"1634",2024,80,"LBR",17.006
"1635",2024,85,"LBR",5.55
"1636",2024,90,"LBR",1.104
"1637",2024,95,"LBR",0.107
"1638",2024,100,"LBR",0.002
"1639",2024,0,"MLI",4244.944
"1640",2024,5,"MLI",3656.354
"1641",2024,10,"MLI",3179.789
"1642",2024,15,"MLI",2666.768
"1643",2024,20,"MLI",2115.317
"1644",2024,25,"MLI",1639.669
"1645",2024,30,"MLI",1362.898
"1646",2024,35,"MLI",1178.384
"1647",2024,40,"MLI",993.864
"1648",2024,45,"MLI",775.607
"1649",2024,50,"MLI",570.715
"1650",2024,55,"MLI",410.966
"1651",2024,60,"MLI",305.392
"1652",2024,65,"MLI",231.046
"1653",2024,70,"MLI",164.957
